1	0	111.1767	115.9026	10.3302	16.8396
1	647	3.5970	4.3485	1.3100	0.0000
1	647	1.2728	2.3683	0.7700	0.0000
1	647	1.0244	1.8671	0.8500	0.0000
1	647	0.7190	1.9597	1.2500	0.0000
1	647	1.2583	1.9718	0.5900	0.0000
1	647	1.0631	2.1594	1.0000	0.0000
1	647	0.8748	1.9524	0.9000	0.0000
1	647	2.6252	3.7912	1.1300	0.0000
1	647	2.1849	2.5009	0.8200	0.0000
1	647	1.4342	2.5370	0.6400	0.0000
1	647	0.8353	2.2737	0.7300	0.0000
1	647	0.5719	2.2813	0.9300	0.0000
1	647	0.9179	2.2321	0.6400	0.0000
1	647	1.9682	2.7871	0.9400	0.0000
1	647	0.9181	2.4614	0.8700	0.0000
1	647	0.8446	2.3226	0.9600	0.0000
1	647	0.6549	2.6111	1.0200	0.0000
1	647	0.5504	2.4388	1.1400	0.0000
1	647	0.7131	2.5100	0.8900	0.0000
1	647	3.3143	3.9338	0.9200	0.0000
1	647	3.4513	3.9667	0.7200	0.0000
1	647	3.2635	4.0273	0.9200	0.0000
1	647	3.1129	3.8671	1.0800	0.0000
1	647	0.7831	2.2307	1.1700	0.0000
1	647	3.4770	3.9723	0.6900	0.0000
1	647	3.5596	3.9249	0.6100	0.0000
1	647	0.9839	2.5335	0.9000	0.0000
1	647	1.0895	2.3059	0.8300	0.0000
1	647	0.9020	2.2850	0.7400	0.0000
1	647	3.3596	4.1748	0.8300	0.0000
1	647	3.3083	4.1302	0.5700	0.0000
1	647	3.3242	4.3524	0.6300	0.0000
1	647	3.1294	4.1911	0.7300	0.0000
1	647	2.4586	2.7163	0.9500	0.0000
1	647	2.5108	3.8058	0.6600	0.0000
1	647	2.5799	3.7505	0.5700	0.0000
1	647	2.7158	3.8843	0.5700	0.0000
1	647	3.0603	4.0499	1.0800	0.0000
1	647	3.1571	4.0667	0.8600	0.0000
1	647	1.8509	2.2192	0.7600	0.0000
1	647	1.8040	1.8075	0.6300	0.0000
1	647	1.8091	2.0584	0.6500	0.0000
1	647	2.9298	4.1101	1.4900	0.0000
1	647	2.8880	4.5714	0.9600	0.0000
1	647	2.8628	3.5862	0.8500	0.0000
1	647	2.9780	3.7079	0.9700	0.0000
1	647	2.9257	3.6531	0.6300	0.0000
1	647	2.6401	3.6417	1.2500	0.0000
1	647	1.7487	2.6430	0.6700	0.0000
1	647	2.9564	4.1260	1.0400	0.0000
1	647	2.9092	3.9739	1.1000	0.0000
