epoch,accuracy,loss,val_accuracy,val_loss
0,0.5000076,1.0232535352942125,0.5,1.0092884676414293
1,0.5,0.9958881640531364,0.5,0.9826476575685539
2,0.5,0.9697043946802705,0.5,0.9569558653819727
3,0.5,0.9445468290011947,0.5,0.932304361906662
4,0.5,0.920436067680635,0.5,0.9087227206334578
5,0.5,0.8973670500948164,0.5,0.8861793735671069
6,0.5,0.8753943321407488,0.5,0.8647928095461063
7,0.5,0.8545611560719025,0.5,0.8445743917584441
8,0.5,0.8350136795800046,0.5,0.8256076430057578
9,0.5,0.8166730863999092,0.5,0.8079318403073008
10,0.5,0.7996117642113385,0.5,0.7915174519506344
11,0.5,0.7838998210905204,0.5,0.7764815683743342
12,0.5,0.7695213764326285,0.5,0.7627700119276434
13,0.5,0.7564265303407031,0.5,0.7503509377488493
14,0.5,0.7447556722029395,0.5,0.7394143046671885
15,0.5,0.7345105776587888,0.5,0.729828715360682
16,0.5,0.7255837723552099,0.5,0.7216144504466723
17,0.5,0.7180712177425581,0.5,0.7147057056281881
18,0.5,0.7118136299689614,0.5,0.7091033457766434
19,0.5,0.7067986474539725,0.5,0.7046492401975543
20,0.5,0.7028724531685807,0.5,0.7012417617235422
21,0.5,0.6999038610320257,0.5,0.6986959871854543
22,0.5,0.6977324441362879,0.5,0.6968785822772452
23,0.5,0.6962082585015096,0.5,0.6956137132097548
24,0.5,0.6951545198158003,0.5,0.6947505774018508
25,0.5,0.6944520565016334,0.5,0.6941896081442406
26,0.5,0.6939882336347797,0.5,0.693814754486084
27,0.5,0.6936855041208944,0.5,0.6935738623015262
28,0.5,0.6934915234163872,0.5,0.6934193967430523
29,0.5,0.6933662371110377,0.5,0.6933203038632946
30,0.5,0.6932867455649456,0.5,0.6932574804008127
31,0.5,0.6932361750455168,0.5,0.6932168912340468
32,0.5,0.6932041487395956,0.5,0.6931918859808333
33,0.5,0.6931838690801273,0.5,0.6931759119251494
34,0.5,0.6931709425716076,0.5,0.6931656896614522
35,0.5,0.6931624497421004,0.5,0.6931588944489627
36,0.5,0.6931570232479418,0.5,0.6931546330669646
37,0.5,0.6931536771126506,0.5,0.6931520103900343
38,0.5,0.6931514833354888,0.5,0.6931503414890047
39,0.5,0.6931500915691885,0.5,0.6931491792328976
40,0.5,0.693149172687124,0.5,0.6931484341403719
41,0.5,0.6931485374095537,0.5,0.6931479278255985
42,0.5,0.6931482051231308,0.5,0.6931476293089647
43,0.5,0.6931479960978337,0.5,0.6931475997116251
44,0.5,0.6931478503188431,0.5,0.6931473912459309
45,0.5,0.6931477870375993,0.5,0.6931473314635135
46,0.5,0.6931476886827891,0.5,0.6931472420474764
47,0.5,0.6931476439347262,0.5,0.6931472421345486
48,0.5,0.6931476205044041,0.5,0.6931471529470763
49,0.5,0.6931476115944478,0.5,0.6931471528454919
50,0.49869066,0.6931476012275547,0.5,0.6931472126859576
51,0.4983329,0.693147612984686,0.5,0.6931472111113994
52,0.4990789,0.693147563147553,0.5,0.6931471529470763
53,0.49891144,0.6931476013432566,0.5,0.6931471227220903
54,0.49967268,0.693147577553578,0.5,0.6931471824645996
55,0.4990789,0.6931475856472685,0.5,0.6931471824827397
56,0.49896473,0.6931475906964101,0.5,0.6931471526749753
57,0.49941385,0.6931475415235424,0.5,0.6931471825335319
58,0.49911696,0.6931475509707187,0.5,0.6931471228164187
59,0.49788377,0.6931476040338937,0.5,0.6931471527076274
60,0.49888858,0.6931475654007915,0.5,0.6931471528454919
61,0.49900278,0.6931475646267229,0.5,0.6931471524718065
62,0.49846992,0.6931476326113637,0.5,0.693147122903491
63,0.49923876,0.6931475592300217,0.5,0.6931471823666432
